numeric_discrete,numeric_continuous,ordinal,categorical
7,46.92899794312173,5,A
8,44.65759728037074,5,A
3,51.50910963625069,5,A
0,50.446077244342895,1,A
0,62.5707976848107,5,A
2,75.9431018477411,4,C
4,61.37539013150635,4,C
4,45.46892410624912,3,D
8,45.0660925029011,2,C
9,58.68663042355715,2,B
1,33.166553054271674,1,D
1,46.84797073836521,5,C
5,47.61847064956142,1,D
8,55.84131484818811,3,D
0,56.1386634614078,3,A
8,42.554394596069706,2,D
8,45.85627338294816,3,C
8,54.45104254832707,5,A
4,42.01079344081235,4,C
8,62.06118434774283,3,A
10,56.09175233440241,1,C
3,51.71509548194843,5,A
1,53.9094059828092,3,A
5,45.331093830592,3,B
3,43.73708577812381,5,C
5,45.752777838612786,3,D
2,54.99966692259849,4,A
5,52.010149807086535,2,C
1,45.7728554030729,5,A
1,57.49581743307655,1,B
8,48.26053577663846,3,B
6,43.06689254410832,2,B
2,52.54341509298521,1,B
10,39.86970488377162,1,D
0,33.12776250064299,4,D
7,49.94895424434736,2,A
5,43.42586206289116,5,C
6,47.4584564733015,2,B
8,40.3326708185555,2,B
4,62.0893213970257,1,D
0,43.38507256071862,4,D
9,45.6800062182919,4,B
6,53.77883267583234,2,C
4,36.23385701677317,2,A
2,35.49450226751296,3,A
8,53.80952835693413,1,A
0,45.5505236953783,5,A
0,40.985048931058444,5,C
0,56.0337317294732,4,C
2,41.88078340892007,1,C
5,47.25487700451075,4,D
9,41.03869532027487,5,B
10,53.03437186249824,2,C
2,63.32076192716774,1,A
7,31.389600706678852,1,C
9,51.12657688750646,3,B
1,58.565884418863504,2,D
8,45.78522252694227,2,A
2,38.689576257041146,4,D
4,54.20963527127404,1,C
9,60.016535033771,4,A
7,58.90522177645469,2,A
1,53.659093379148274,3,C
5,50.97913737608642,1,C
4,41.009874446156985,2,B
9,58.65244950343942,3,C
8,58.099568133525075,5,C
4,38.61941681344733,2,C
1,53.644797278464914,5,A
4,56.528238755197854,4,B
3,58.82113772075507,5,A
10,49.25010380872779,2,C
6,41.42432425853856,5,B
5,44.97883820135955,1,C
1,39.92750141544039,2,A
10,49.48939334885018,3,A
10,47.531146034313096,5,C
4,71.45036420768707,1,B
6,58.94677142438132,4,A
10,59.695480668890966,4,C
6,54.713524908277286,5,D
4,46.32682353331482,4,C
8,47.24610041181926,3,C
3,48.16130700183379,2,B
10,51.88233272701134,1,C
2,53.891698102234486,5,D
3,50.00708627680522,4,C
4,47.094015226568665,2,D
5,44.05884369512015,3,A
2,36.07351242216747,4,C
1,62.83379165046651,4,B
3,72.05529568265413,1,C
4,61.99336780928251,3,D
3,37.409343740692535,3,D
10,57.87016569640892,5,B
2,60.23776301620816,1,D
7,45.96562301378642,5,C
9,54.88927239639029,1,D
3,45.436969674773806,3,C
1,65.2892899481374,1,C
1,53.65370922215314,1,D
0,40.82844508628952,1,B
3,56.69808098009338,2,A
9,60.58780673490247,2,B
8,51.981316511358756,3,A
10,54.794416917432684,1,B
6,49.302465707712024,3,C
9,38.657195468537665,2,C
6,48.48266241579492,1,D
6,55.23039632963558,5,A
7,48.71973132016762,2,A
0,58.00765426739591,2,D
9,46.078184388024155,2,B
9,46.73409172549172,1,D
7,58.31119997993905,4,B
3,52.218525168030446,5,D
3,45.882784188444084,5,A
3,60.33805376008624,3,A
5,43.11264282049472,1,B
6,42.73051040982651,2,A
5,21.705511889359258,4,A
0,44.46031451422553,1,A
7,63.08716678922282,1,A
9,29.27707313827561,4,C
10,40.480798597707825,2,D
6,54.3906855589017,1,D
5,27.551332261072723,5,C
5,44.89301386490236,5,A
4,61.408632156107466,4,D
5,70.4302580184899,2,D
8,52.90246565667032,4,D
9,40.73532981758883,1,B
8,40.398712613517176,5,C
9,51.44907969330904,3,B
7,52.80963321165099,4,B
9,68.57928760058249,3,C
8,59.70804852537203,3,D
9,50.84106487888491,5,B
7,46.647927467405815,4,D
7,80.1471170930221,3,B
0,56.265947999958954,1,D
9,43.31248286422455,2,A
10,47.753770764085225,2,A
4,41.225452599968996,5,A
3,25.954504741496102,4,C
1,53.126509912073224,4,A
7,67.82454216557315,2,B
2,33.694427977526956,1,D
3,50.55262595879018,2,D
6,42.93095220862403,2,D
9,55.21502525569853,4,D
8,48.276698432754344,3,B
1,36.39945345582399,1,D
2,40.18896286050264,4,B
3,41.69699468015793,2,B
9,63.443182079872074,3,D
0,62.93259276930151,1,D
6,46.88652112887303,5,D
1,62.278034334513464,1,B
4,48.26816160603826,1,C
0,46.73337241549813,2,B
2,50.57117840551175,2,C
1,52.848252786236365,5,D
0,44.44555207134999,5,B
6,50.21865742182223,5,D
4,57.87322505646523,4,C
0,51.29539639206047,4,C
5,50.4278290212432,2,B
4,54.94180214280795,2,B
2,56.66706060858609,5,B
6,49.373841813870776,4,B
10,45.25818942921851,3,A
9,51.892033034742354,4,A
8,34.060362701767005,2,D
8,47.89678004496145,4,C
8,25.284400916857393,2,C
1,33.242082165635,5,D
2,31.738141505832893,5,D
6,60.47351742453051,5,D
4,50.13981815969325,3,A
1,37.37950976783665,3,D
2,54.91066043445356,2,C
9,59.88654479366518,1,D
5,55.08485556147374,3,B
6,48.11289871507414,2,C
8,52.324866184193674,4,C
0,59.01496533142732,5,C
10,45.30754162337344,5,A
6,50.298669232578256,5,A
7,47.428069553935686,2,C
2,33.86584147347514,5,B
3,59.16568180644302,3,C
9,70.5727186499401,4,A
5,41.2620537875881,5,B
9,59.626802348862995,2,C
6,41.58006220238399,4,A
3,51.327878150770644,5,B
7,65.08012273789777,1,D
4,44.79561014607889,5,D
0,49.853135856081266,3,C
3,31.984970034919233,4,D
2,43.35795656053769,3,A
8,30.937276779992942,1,B
7,54.29178119874999,1,C
0,58.31637558951577,3,B
10,47.78365113429196,4,B
5,52.85886967256792,1,B
8,46.74269544749553,1,A
6,57.405453658744364,5,C
3,51.29461935125199,2,D
0,30.143366441964407,1,B
1,59.399808180928204,4,B
4,46.104572054168464,4,B
10,37.29620528791595,5,A
4,45.61066027655997,4,D
7,30.9793035145356,5,B
5,37.501106887609566,1,A
7,51.42949610115389,1,A
1,52.26711686340566,1,B
2,53.06438834255168,1,B
5,50.03209867763498,2,A
9,43.07134876527988,2,A
2,49.45540860539435,1,B
5,45.627925530521146,4,A
5,33.74218401924816,5,A
1,42.27585008989412,3,B
6,58.895412311690244,5,B
1,65.88294152054944,3,C
5,56.51275044118688,3,D
0,65.43697760992414,1,B
2,50.85388610134958,3,B
1,67.42376084702539,1,B
6,70.5448844032858,2,D
3,32.66530501963812,4,C
7,52.214933071328325,3,A
5,50.864301890875424,4,D
9,45.75896184415901,1,B
3,54.91915538151387,3,B
4,50.41125068641877,5,C
8,42.64551079607956,2,C
6,49.73394894963018,2,C
9,62.0459457936839,3,A
8,51.82538096882676,2,D
6,56.26954748256132,5,D
0,47.22946899720909,4,C
7,54.52064010151615,5,A
3,37.9078546951682,2,D
2,45.00279500580208,4,B
6,48.97331391434072,5,B
2,37.23664079373462,1,B
7,41.69783281107728,1,D
5,53.131117685738914,4,C
4,51.298319162880325,4,B
3,58.06365424657709,4,C
7,43.99488981814836,1,A
7,50.57602226005241,5,B
0,43.281325891161714,4,A
8,57.061285491093265,1,C
4,61.907461160252474,4,D
3,54.833248272528024,4,C
5,60.61194276276583,4,B
5,50.32499862887862,1,B
1,58.05593834995176,5,C
7,50.754177426124606,1,B
6,39.75071933414232,1,B
0,52.467213886986066,4,A
4,40.047033062094904,3,D
5,73.3912895156891,3,C
3,46.659118412246656,3,A
1,56.45037855448997,1,B
3,49.875867804744054,4,A
0,37.66386575964094,3,D
6,31.014769699354286,2,C
1,57.49013955074131,2,D
1,65.4934092677106,2,D
8,42.65196292789641,5,A
4,33.4330748044041,4,A
1,46.74837267578375,1,D
10,40.62882954761267,1,B
8,43.49684320137907,4,C
8,56.10373699725285,5,B
0,49.49536952597162,4,B
10,41.704924411179825,5,C
2,55.88500786261195,3,A
3,56.66872345075791,3,B
6,46.629425139553746,5,A
9,51.3791652091806,4,C
3,55.205018830769745,3,B
1,54.26103130983397,4,A
6,50.406140869655324,3,A
5,64.32586118225296,4,B
2,55.82680813015186,4,C
5,45.493209835022675,2,D
10,45.55330932301095,5,A
5,44.419136498633264,1,C
4,56.32120947227811,5,B
3,43.77252439998094,4,A
9,45.75100910797193,4,A
0,60.580223881158126,5,A
9,51.91631962067389,4,C
5,61.985326271211875,3,A
1,57.98059873352342,4,A
2,38.23328170929937,5,B
7,48.97866941759299,5,A
9,59.89949039968542,5,C
5,37.778239348489876,2,B
2,54.197108203586765,2,D
6,49.60763526301256,2,B
3,32.45211257877613,2,A
8,51.19659304518934,2,D
4,41.62531983873467,2,B
2,38.32348217883574,2,A
1,50.09140675822633,5,B
10,30.69147060746993,1,C
1,43.257097074151176,2,A
2,75.51174252502648,5,C
1,56.502223934069434,1,A
3,41.185750938326464,2,C
1,64.04165940100397,1,D
9,40.07956439222866,1,C
8,44.463048468645276,3,B
1,38.511485900707115,4,A
8,52.56079878666021,3,B
5,63.686296220971286,1,C
0,40.009937674401435,5,A
3,29.39556962590911,2,C
0,60.909666745194194,4,D
5,65.5380050108768,2,D
3,30.04919533585267,5,D
2,54.60054341446444,4,C
2,52.265053521152886,3,C
8,42.12524695112245,1,D
5,36.05644333330767,5,C
8,59.91750345446556,1,B
4,51.79070531457195,1,C
1,52.54426457426721,2,B
7,43.78230647166799,5,D
4,41.98090795550043,1,C
1,25.450264587260534,3,D
3,47.71971970215121,4,A
8,64.38826379454223,5,C
3,41.09745579951346,2,C
3,34.775853057332604,5,D
1,54.35664566457002,2,D
5,56.20079998446336,4,D
10,44.140940393188245,3,A
1,46.512355353003585,1,A
6,52.639031172187586,5,D
2,48.444505313706735,2,C
2,60.00129335753982,4,C
4,74.37242575924219,1,D
2,32.90836444809544,4,B
1,62.2975513055798,3,A
9,51.05259701023334,1,A
8,63.88200938854161,1,B
1,57.2435451126568,1,D
10,50.611564599357116,2,C
1,57.60022942441034,1,C
7,46.05844228815202,4,A
8,42.25698577895145,2,B
6,58.10863115598349,1,C
2,41.55671551210496,4,A
8,56.42372591641568,4,C
2,50.307475830874985,5,C
4,26.70558348877424,4,C
8,44.256175495370606,3,A
2,53.348381950246214,1,B
6,45.939993360915075,1,D
0,24.532678882378146,1,B
3,63.2075012782616,4,C
3,51.693750512716115,4,B
6,54.43739291269806,1,C
7,45.267238478217564,2,A
0,55.31489688146658,2,A
4,68.34820144586703,3,A
6,42.64927016372642,5,C
3,66.67012705357071,3,B
3,53.985640658920076,1,D
3,41.305672519631365,1,D
5,72.12390637591008,1,A
6,53.916402398889325,5,D
1,56.76478668773041,4,C
4,47.30647895273242,5,B
3,42.03673354670482,3,D
2,51.67813244675789,4,D
6,65.81463723483328,4,B
10,46.903401878143114,3,D
5,49.73248754425862,4,B
6,64.56328471979585,2,C
4,46.996731541957594,3,C
5,55.10276311169121,3,C
4,58.773505067396975,2,A
6,48.03219051123017,5,C
1,53.09837593199923,5,D
10,56.61102777681173,5,A
4,45.99084806455873,4,A
5,58.15765164989993,2,A
5,44.53013916544561,3,C
4,43.24912421039509,3,A
9,34.72958939179543,3,C
6,44.96537656098941,4,C
9,41.84497298129779,4,A
7,45.99126043745026,5,A
6,56.11992631914488,4,D
4,32.74325746624897,5,A
0,30.25329105412892,5,C
4,42.509207833487174,3,D
9,54.61230493586657,4,D
1,52.88864947019687,5,C
4,42.34937667089074,2,A
4,61.69408232156462,2,A
1,43.41590064881659,4,B
4,54.624539861271266,3,A
3,46.372136724658276,3,B
0,41.31223649006344,5,D
2,43.9493321188526,4,D
0,57.34000384813558,2,D
10,53.61025145142755,5,B
4,59.68102663776543,5,C
3,53.609860825370816,1,C
6,33.888305368257804,4,D
4,71.14414834308793,5,B
9,53.75169014058469,2,B
3,55.146715543882294,1,D
1,46.231623205034396,2,A
3,61.13178293300708,3,D
1,39.068924393998785,1,B
7,56.098290776634926,1,A
2,29.203667177529606,5,C
8,56.77208521350183,3,A
3,39.2044958836057,5,C
5,52.76994520427125,4,B
9,63.573404667461745,2,D
4,58.22717374500439,2,D
9,62.24381670117562,5,D
0,61.20848443647809,2,D
8,44.75717257090121,2,D
0,55.98330173807854,4,B
7,32.7508310405819,3,B
8,43.13063582055749,1,D
8,63.926548882840514,5,A
0,46.14963197573779,5,D
1,31.31998113329256,4,C
0,70.13698917331357,4,C
9,55.6225028316972,1,C
1,57.6447822030579,3,C
9,40.195304650781026,5,D
7,52.8405657052987,4,C
4,52.57574970889195,5,A
10,41.78515143376325,2,D
6,48.301803144768414,5,C
1,34.99532287216982,3,D
7,46.53290467123998,3,D
10,59.738462572598195,5,D
5,42.53151741007915,2,B
7,69.07297836426554,3,C
0,35.639084874649434,4,B
0,47.39824650204406,5,A
6,43.43570036385874,2,A
7,48.19819168627131,4,B
2,63.714747821409226,5,C
4,40.15544503535903,2,D
0,45.4872946907047,4,A
6,56.54505752723139,3,A
4,50.931587799176526,5,A
7,51.75174949309003,5,C
7,40.34723660400442,3,B
8,49.28416528397503,1,B
6,61.31578451539524,4,C
10,33.90479016919021,3,A
0,43.02690849300973,5,C
2,31.844583704746636,4,C
7,55.36975696943741,4,B
2,62.254705453144695,1,C
7,48.165900127079574,5,C
0,39.94479985484703,2,A
4,40.23753548545464,1,D
3,47.02942792127257,1,A
4,46.99127954608475,2,B
7,59.118317785133705,2,D
9,43.31123965556987,1,A
3,54.3507833818586,4,C
10,46.945299707521315,3,C
3,42.55243044760163,3,D
2,46.69623936659023,1,D
6,53.3653838187098,4,C
2,59.14933389881702,2,B
2,47.480268128415105,1,A
10,37.9606186920223,5,C
9,59.99714803265441,4,A
4,41.01830616847886,5,A
4,52.608231676775326,5,A
5,49.75167332296245,1,A
7,48.41429907653781,4,B
9,45.13023699811993,5,B
5,56.20148780415464,4,B
0,14.179373925124892,3,C
7,61.36470508367037,5,C
7,40.87492225605965,5,C
8,54.07956909750648,4,B
8,53.55025617934929,3,A
1,62.74977382020818,5,B
1,51.97749135538069,1,C
2,41.708908193659546,4,D
0,33.95245012089031,4,C
3,46.511968451270256,5,A
3,30.418245711169874,3,B
8,43.71514293689244,5,D
8,47.073693796697945,2,D
8,43.100840219710754,5,A
9,50.41773657364912,2,B
6,47.638959890807925,1,D
1,46.72313458671218,4,C
9,25.758493829626943,4,A
4,37.05294819314451,3,D
3,56.42656731854876,5,A
10,58.04256272947444,1,B
7,31.612232820210046,2,B
1,41.852818187658684,3,B
5,60.71965367599127,1,C
4,42.81961186594851,1,D
1,48.88509212874888,2,B
10,64.41805329015908,2,C
9,46.384226885566065,4,B
0,44.952805898128844,5,B
7,48.4296330940737,3,D
1,68.53410797899828,5,C
6,54.462018362894796,3,B
8,50.19081627779768,1,C
8,44.75640044318416,2,C
7,55.38816928181123,2,B
10,56.596997699307984,1,B
9,39.2682149052453,1,A
8,56.8662819194616,3,D
1,48.4884771337657,1,B
5,50.24798634628607,3,A
3,41.15710997011682,5,D
3,46.0001797217109,2,B
4,39.69857734777171,2,C
2,39.21781829883699,2,D
0,53.7709022042678,5,C
7,46.44883434556892,5,A
4,37.00362330137584,4,B
2,71.77052647488375,3,A
9,38.75344960684063,3,B
6,60.92102961019334,4,B
6,35.23536358378198,2,C
0,54.56502335167795,3,A
8,47.494396313813084,3,C
1,43.70943268641595,2,C
4,51.96742323765706,1,C
4,50.62259856329332,1,A
7,41.87534816317955,4,B
7,41.42261119213,5,B
6,34.260857880055994,3,A
6,53.055643843570515,3,B
10,37.461951728999914,4,A
5,50.039749565171824,4,A
5,55.92477984120716,3,B
10,52.08055031824054,2,D
8,42.76868701982742,2,C
5,59.08812411349969,5,A
1,45.92028521898747,3,A
1,36.65839240995009,3,D
4,47.162724955467226,3,A
3,55.86797377984726,3,A
10,43.25585685589873,4,B
1,58.78182414970304,1,B
2,42.29673934782349,3,D
6,43.657868063144726,1,A
7,39.539209841467475,2,C
5,56.837095369080295,5,B
10,49.46757429910797,2,C
4,40.20238052256026,3,C
0,46.03789657718897,2,D
7,19.288490121009723,4,D
2,57.77972363466643,1,A
5,48.29253360501693,3,D
2,25.937618489901027,4,B
6,35.43318558675918,1,A
6,45.78405937442397,4,A
8,36.85829240895163,2,C
4,57.933493236860585,3,C
7,54.18572885991154,2,C
9,53.595359435178686,5,A
9,23.95653064785295,3,D
7,44.74541585793106,2,D
0,43.02383549390944,3,D
4,40.459455458954125,1,A
2,45.84824718836288,3,A
0,38.737617929139375,3,A
3,52.15220732950218,1,A
7,57.66551354337771,2,A
2,56.803837384236715,3,D
9,48.620887482885195,4,A
1,69.99239696333503,3,D
10,61.3997511450051,2,A
8,48.98441796327448,1,D
9,45.17727789798484,2,B
4,63.380271627819205,5,B
6,60.07580682762733,3,D
10,35.8957279617577,3,B
10,60.85821319228746,1,B
1,48.45626465276071,3,D
8,41.390884694066415,4,A
8,30.207941407593367,4,A
3,47.31083805302199,2,D
3,49.87772414780075,1,C
5,65.87327654110217,5,C
9,59.57233807748686,2,B
9,44.17113278623965,1,C
9,53.89342394219737,1,B
5,58.262494226728236,2,A
0,50.85957388017216,2,D
8,44.12845840968796,3,A
1,44.678275437565546,5,D
4,53.85473070456952,4,C
8,54.12980565525047,3,A
3,47.07045384236455,1,A
10,23.808477949466607,5,B
2,37.0947727270871,5,D
6,56.19688921612112,2,C
5,28.691620026441242,5,A
7,61.84181016367215,5,D
2,60.36157261138504,1,C
4,50.41096381933206,3,A
9,55.97931034228608,5,D
3,55.28774678358886,2,B
3,48.831268716337874,3,A
3,36.2611088241143,2,D
9,59.67272975061687,5,C
7,64.07230011383635,3,C
5,37.91409475757658,5,B
2,35.887449948303,1,A
9,48.63203095242659,3,B
4,43.737754043635505,2,D
5,51.44949240205459,1,C
4,62.07994039860387,4,B
5,27.543295617275042,2,A
7,65.81271951619155,5,D
6,45.9333155812308,2,A
4,55.11778978650494,4,B
9,56.18725838104466,2,C
5,57.35341154197796,1,C
3,50.61908104029997,2,B
8,52.95560601786746,3,A
3,52.89022050605403,4,A
0,43.697171992205526,2,A
6,32.41944808562802,4,A
6,37.808141722348054,1,C
3,48.95762020501965,3,A
2,42.13193343103615,5,B
7,42.15503927610465,2,B
4,67.99251045686195,1,B
9,58.58894796659873,4,B
6,47.47924034090026,4,A
3,56.720349456554416,1,C
3,45.797313944090995,2,D
7,51.10723434186497,5,A
7,54.41628648418916,2,D
1,45.82394032228122,3,C
1,43.147494524629046,2,A
2,62.23931818468504,3,D
2,56.14112967198106,4,C
0,27.45389121707283,3,D
2,43.3186406996839,5,B
5,42.18727500305606,1,B
7,43.788619111876024,3,C
9,58.62402288758895,2,C
5,50.19205968003691,3,D
4,36.103703291444546,4,C
3,46.16785163041384,3,B
2,55.4173764761619,5,B
3,47.803549844662456,3,A
6,43.553240488365084,5,D
0,53.312192787385285,2,C
6,66.18192489439078,4,C
0,54.61424832958519,1,C
1,63.00941513031699,2,D
3,44.22385782135097,2,B
0,49.91637888875939,1,C
10,49.71448015464318,3,C
10,51.18679084067691,3,B
10,54.40519606380916,3,C
8,40.81030878945222,4,A
5,56.473326855134786,2,B
0,33.72114061044783,5,B
0,36.642433374933184,1,B
5,71.3562610117323,2,A
3,44.89879260521124,3,B
3,57.295193509862024,1,D
10,66.98290392426956,5,D
5,26.855439212215238,2,D
10,61.262461801557095,2,B
6,56.48943606259271,4,B
8,66.4039728093304,2,B
9,38.18476838335373,2,A
4,64.51254656954613,5,D
8,42.6058556839731,5,C
3,60.54777814276657,1,C
9,49.639789642455604,3,B
1,57.70768806435139,5,A
2,50.48869183305153,1,B
10,31.60598415813271,2,C
0,18.79455977056203,1,D
5,52.09915533983491,1,C
5,47.36264962368652,1,D
0,53.982209514202935,1,D
10,47.47846534156425,5,A
2,70.1807738271782,3,C
4,52.30537127828305,1,B
2,45.530522724173345,4,A
9,53.37363066346866,2,D
2,45.71325203118694,2,C
9,50.92930234113987,2,B
2,37.825198127641656,2,A
4,49.91414798140394,2,B
4,45.22147603964825,1,C
3,38.772633746313204,3,B
0,69.75735868072643,4,A
4,39.16264630059834,5,B
9,50.069642234419376,4,C
4,41.971919650512426,5,A
3,52.97039470879875,5,D
5,37.256148655310824,4,A
9,58.40356823935551,1,C
3,70.3615618635884,2,B
6,41.6046076289933,1,D
6,62.169688626813205,2,D
1,46.1812065560431,3,B
2,65.05791121076086,5,C
0,71.8849898609599,4,A
7,47.66294988291541,3,C
8,34.79733919105348,2,D
3,59.4808438743609,1,A
5,52.244172079441164,4,A
8,55.01791167777641,5,B
5,46.60154958155635,3,C
8,41.15507181339301,5,A
3,61.603481809669745,2,B
7,53.19789994556033,5,C
8,35.564429658162744,1,D
3,56.86875223202894,3,D
4,54.861685979665005,3,C
7,46.74701075676436,1,A
9,66.19813234242322,5,A
5,43.81826837652736,1,D
6,48.31013501845158,4,D
2,57.68648087968198,1,A
6,50.76762950330722,5,C
7,36.155768456415636,1,D
9,51.8379937299343,2,A
5,45.856102080347675,1,C
9,58.56996244916263,1,B
8,51.5121834399514,5,C
5,50.945076530473905,4,A
8,39.51748836280949,4,C
3,47.699746920859944,5,A
7,59.70101094012654,5,D
10,42.23463655458629,5,B
3,49.67449776912286,2,D
1,40.6355394835099,3,D
9,38.16157358948331,1,A
10,49.15140955010647,5,A
8,51.73801164877338,5,A
4,69.93862939232595,5,A
3,45.44539616153791,4,D
1,49.49830732366117,5,A
0,37.49926482029075,1,A
10,56.122400149069136,5,D
6,53.980947793532806,1,B
5,64.88394677691429,2,B
1,61.11622151508709,3,C
7,53.51406668842283,4,D
10,45.299285004112996,1,A
3,52.04668437890061,2,C
7,48.88986537868239,3,B
6,59.533975332379796,3,B
4,58.262314899624684,3,D
9,47.03584556345245,1,A
9,35.38006220173122,2,A
7,63.33387300220424,5,C
8,55.81873956823205,2,B
4,46.80509929427331,2,C
9,55.42873348103671,2,C
4,50.74861306250029,1,C
1,63.18617926219474,1,A
4,30.702197681949734,1,B
2,46.028090334865674,2,C
6,65.99054515478689,1,B
9,55.631984034673124,3,B
4,67.72606668314208,1,C
7,37.78192906836536,4,C
0,60.721967159384874,1,D
2,60.12224423453833,1,A
2,33.18271464671166,1,B
8,47.04497710466916,1,C
4,48.93470894805917,4,C
8,33.804439712325944,5,B
8,47.253976734795614,1,C
0,58.73183140778606,3,D
1,46.0907694047526,4,B
4,52.42133155674026,5,C
3,52.49370282727652,1,B
9,49.878565888612336,5,C
8,42.94817975974571,3,C
6,56.58813974883898,4,A
5,34.12966238474009,4,B
6,50.08588138508183,5,A
0,63.854863405180886,1,C
0,45.526267501587846,2,B
7,42.726787784977226,4,B
1,57.25516138775377,2,D
9,51.63431760587132,4,D
10,57.45447282056932,1,C
8,50.38498485695272,1,C
6,26.117075492488205,4,C
5,61.79913410425699,5,C
0,70.70026382478275,1,D
0,62.840410068362864,1,B
1,14.611422749302406,3,A
5,54.510882125055666,1,B
5,45.33254189424954,3,B
1,39.15756246388291,1,D
0,51.22732161638273,1,B
9,48.51052705100279,5,B
4,55.08657804279841,5,C
4,50.56580189305454,1,A
1,38.79187893111023,4,B
5,44.23398223257029,4,B
8,42.62041443674984,1,A
1,32.83516823255554,4,C
9,36.283553560461165,1,D
1,47.88931330114806,5,D
2,64.23754075307279,2,B
6,44.64442920301205,3,C
5,42.4256922524721,4,D
7,38.18713193327174,4,D
7,50.30536494995351,5,D
5,61.79259334610126,4,D
10,70.02682766408591,1,D
9,52.85399376721687,1,B
2,51.399937426364346,2,D
2,44.56526892746457,2,B
0,46.23433378508989,2,A
6,56.29175091050703,1,A
4,46.851246679369204,2,C
3,48.37717552832586,2,B
9,49.74652725249576,1,C
3,44.091718890925236,5,A
3,49.25020740922449,4,A
5,29.805938712091983,3,A
7,55.48835883018462,1,A
7,73.51771838972056,1,D
4,44.47956384836934,3,A
5,53.7383714500167,3,D
3,58.51576320246185,2,D
10,62.802152727174615,3,C
8,47.3567851125982,4,D
7,31.966827463112807,4,C
9,52.672319508487625,4,D
9,51.28628690654427,4,D
0,46.54333625323997,4,A
1,48.664878771156594,2,B
8,51.43680445017731,1,D
7,53.617619921038504,3,B
2,53.198097102399174,1,B
7,47.82314340498871,3,B
0,53.84278834985951,2,D
9,47.149691517251384,2,B
3,56.4202550153532,5,D
2,43.72557164523499,5,A
5,50.73058192149563,2,D
6,33.762614178827704,2,C
3,46.300895305428526,3,A
6,55.67488721129979,2,B
8,39.66265133291931,1,B
10,46.79899523649917,3,C
1,25.949304500897906,2,A
10,36.319258914680105,3,C
2,38.93525443886098,3,B
4,51.01751050771639,4,D
2,53.334090123927126,5,B
10,49.43944434059803,3,C
7,46.17406617112622,3,D
9,46.20898251651253,4,D
7,57.160457490404944,2,B
7,52.128198468830526,3,D
8,46.660544036946376,4,A
3,62.932994952412585,1,B
4,69.49975040996101,4,B
4,37.54257549766329,5,A
7,55.22510070210512,5,B
6,80.89889607686385,2,C
8,52.80205541050194,2,C
7,51.15442636164276,5,B
1,49.442660601063864,5,A
9,54.90181517490741,3,D
3,57.54899166549883,5,A
5,37.55233125830817,2,C
1,49.73516371711171,5,B
6,27.305021355025904,2,A
2,47.906833833785,1,D
2,40.97311406177927,5,D
10,53.391775791354846,2,D
1,33.43619472858974,4,D
10,44.87682689540905,3,A
7,59.66544250520612,2,D
5,43.2366684855575,5,C
0,30.95064222582114,5,D
0,52.57533153128985,1,C
6,44.13471006907364,4,A
7,48.14114563927104,2,C
4,42.70130413537407,4,A
10,69.74396744480029,1,D
4,34.419272641464865,3,B
3,78.33495611894273,4,C
5,46.09363469248648,1,C
5,51.83446576218135,2,B
2,44.25203582395516,3,A
8,43.83366440144546,5,A
10,42.15170096567367,1,D
6,56.012579620436355,5,C
0,35.89200306372944,3,A
6,53.641085442426686,1,D
4,28.155072649481912,1,A
4,52.73528771141764,3,B
1,58.49142605932191,2,B
3,37.2548089269263,1,B
5,56.78742601718744,3,D
9,50.513854106243215,4,C
10,65.9842645535784,5,B
6,41.4479361768891,1,B
10,78.1598590372273,4,A
4,26.092178456747625,1,B
8,46.70496199363874,2,C
2,33.01430289377067,3,D
0,68.51054176849766,1,B
3,47.38299006184163,3,D
8,48.283149226307174,1,D
3,54.43238098085213,2,C
1,49.951948136727125,2,A
9,44.06238443598665,4,A
4,37.43352749370952,2,D
2,51.68513402333429,3,B
8,53.788336326894786,2,D
3,56.95377236401729,1,A
5,69.12726850306522,2,B
1,28.26231095586008,3,A
5,49.322828026472955,1,C
2,61.91737835821428,4,A
8,48.754775755611355,4,B
10,26.6182754630673,4,B
1,37.08960425150079,1,D
8,53.28569849677319,4,B
4,52.92197294883341,2,C
7,56.72519698341021,1,A
1,42.18991056451816,1,D
5,52.598832349192975,1,D
2,40.541366921036754,5,B
9,52.59957993643691,3,C
4,50.532121971035394,5,D
7,41.79139979837096,5,C
9,65.58183630762687,5,C
0,32.943640498376126,3,A
4,48.583790169894726,5,A
2,41.5709443567569,4,A
3,68.34202035856273,1,C
1,55.98398007620419,1,A
8,43.5068962462961,2,D
2,47.20284710679628,4,D
1,68.61257373980528,3,B
9,40.537243682699696,1,C
10,32.355518277694415,5,A
8,52.91006862463814,2,D
6,53.1364036740782,2,C
5,56.6603457338986,1,C
0,56.72625760871952,4,A
4,67.707056507338,2,C
10,32.81862509623964,1,A
10,37.97196805354667,4,A
2,56.62203333946187,1,A
0,38.9437449828556,1,C
3,35.434120267406364,4,C
1,68.6584455228527,4,A
1,33.80057868335713,4,C
2,46.487279628893546,1,A
7,49.406325487685955,2,B
7,63.09136641963278,3,C
6,31.311969417175295,3,C
5,54.15475151506249,1,B
8,41.09622941739922,1,B
3,56.276112125924506,2,B
0,40.931922739731405,4,A
7,65.72306256185777,1,A
6,40.99029981573745,5,D
6,25.380202941100833,4,B
2,42.11150750258699,1,D
